qid,K,CQ_Cneg,CQ_Cpos,Q
Who is the author of Moneyball?,1,8.80333233452755,9.363350522283993,11.888896967386005
Who is the author of NW?,1,-2.380473364521326,-0.6008375456739858,6.504634242230755
Who is the author of Natalka Poltavka?,1,5.585783606715271,5.560502685809853,2.210127613168846
Who is the author of New Mutants?,1,-0.7002170988495608,0.051588718185485716,10.11797922131745
Who is the author of Obsessed?,0,-0.9257310117899742,-2.695780826989803,2.013503356382255
Who is the author of Our Lady of the Flowers?,1,4.784634312746431,3.2982540851039355,10.71970162611692
Who is the author of Poil de carotte?,1,2.070580301874426,5.5862169239342,2.8088109131507246
Who is the author of Riders in the Chariot?,0,-3.8616812505464364,-1.005179227333152,-2.2260306421367
Who is the author of Roma?,0,3.415471231811398,2.6354023945283194,-1.3996239233005117
Who is the author of Ross O'Carroll-Kelly?,1,1.2351416779023863,4.232403890091054,7.625158862814213
Who is the author of Saints of Big Harbour?,0,-4.48774830515985,-5.653874682113345,-6.381265081647662
Who is the author of Same-Sex Unions in Pre-Modern Europe?,1,0.019455094168367326,-0.7299737547882839,-0.7782486993189917
Who is the author of Ship Breaker?,1,5.763271117476688,0.3945348463765539,8.891577919675361
Who is the author of Showdown?,0,-3.815981534637665,-4.226558303908721,-4.930419858095184
Who is the author of Solar?,0,4.465753969724517,4.667835330204639,-4.1017088330917915
Who is the author of Stack Overflow?,1,2.2617201501979354,2.03871014124035,0.5123623416261252
Who is the author of Success is Counted Sweetest?,1,9.476317289515668,4.466078213260938,4.70088534327542
Who is the author of Superman & Batman: Generations?,1,3.4597867526675614,3.1791177933463226,0.46392774480218435
Who is the author of The Bishop's Heir?,0,-2.2998345293706453,-0.16942021918201933,-6.106602954941946
Who is the author of The Camp of the Saints?,1,3.7038562072243906,3.9299035099613797,5.859537448855005
Who is the author of The Clouds?,1,1.6797704341242183,3.360964403905625,14.224217524393723
Who is the author of The Confidential Clerk?,1,4.532195449717198,4.68347643053852,-0.044992464094681495
Who is the author of The Dining Room?,1,-0.9272793000677337,1.1002852862137749,1.5990959231599544
Who is the author of The Gathering?,0,-4.963487457438992,-3.415806042854064,-6.74960551670951
Who is the author of The Incoherence of the Philosophers?,1,0.8292428103835059,-0.07812726823580896,9.090565267708755
Who is the author of The Interruption of Everything?,0,-2.198715916768849,-2.449835763020276,-2.092585635454258
Who is the author of The Jungle?,1,11.246520325057194,7.753656119485154,14.842558739338038
Who is the author of The Little Prince?,1,5.418281759465019,9.514351571522774,5.6070063505932595
Who is the author of The Mysterious Mr Quin?,1,-1.1504931215273277,2.6690551889029748,11.180669689379556
Who is the author of The Neverending Story?,1,4.333458125641873,4.396374667299818,5.801329647983699
Who is the author of The New Troy?,0,-5.881484382348749,-5.5020393095404865,-4.023255183823377
Who is the author of The Origins and History of Consciousness?,0,6.254365592808417,4.1195864491398995,7.5305352009399416
Who is the author of The Prince?,1,8.255303847097448,11.968155512805211,11.929321844288996
Who is the author of The Prodigal Son?,0,1.3057727306250109,1.7124513079954744,3.099316239847629
"Who is the author of The Quest: Energy, Security, and the Remaking of the Modern World?",1,1.8846908423155535,2.7912439088552494,1.6365200973547727
Who is the author of The Story of the Daughters of Quchan?,0,-0.06101590672654322,-0.07918120173311749,-1.9412643921960413
Who is the author of The Stud?,1,-0.2674908180226476,2.4746153905940673,7.00527418839029
Who is the author of The Trumpet-Major?,1,6.076613066635014,3.975543466532961,6.072700807488554
Who is the author of Thunderball?,1,6.676855880975619,5.317232726609504,8.685193544517244
Who is the author of Tom Sawyer Abroad?,1,3.606882416088863,4.161989995153822,4.891957819420775
Who is the author of Tuesday?,1,1.2949099860596154,1.401010322061887,-6.940454492463575
Who is the author of What Remains?,0,-5.310748565460536,-2.7026992617237893,-11.49774944820005
Who is the author of When I have Fears that I may Cease to Be?,1,10.646125045435511,8.241964103335519,4.907343985745889
Who is the author of Why I Write?,1,-2.0605832764849503,0.38784153986033454,8.182480505888098
Who is the father of Abbot Oliba?,0,-3.2254058569584285,-4.54517867338952,0.6443634093014983
Who is the father of Abraham Lincoln?,1,7.624206944347558,7.637053005954541,7.358463624608544
Who is the father of Adad?,0,6.530946838733895,7.56437286050669,-0.24123018963877718
Who is the father of Archduchess Assunta of Austria?,1,-4.123680821193134,-4.155295334085599,-4.863767203659011
"Who is the father of Archduke Leopold of Austria, Prince of Tuscany?",0,1.5428379982816285,3.199282431888327,4.129507931086385
Who is the father of Ariarathes VI of Cappadocia?,1,1.2095559371848041,1.4260017933869198,-1.5059873658397587
Who is the father of Arjuna?,1,4.568391706985597,4.2024191996680464,10.310267969743217
Who is the father of Beau Biden?,1,6.886901199696248,5.640256414436022,7.648200879026435
Who is the father of Bridget Bendish?,0,0.40042228299188776,1.5671457040719927,-9.073898256440419
Who is the father of Chimera?,1,6.696367747852723,6.686851050854352,1.8064053017445754
Who is the father of Donald Trump?,1,11.546083573629188,10.599433879629652,13.453414791676256
"Who is the father of Frederick IV, Elector Palatine?",0,4.280435658144109,2.0934634722676004,3.7468656047307487
Who is the father of Gao Wei?,0,-0.07239328068247097,-0.44887555959478886,-3.014371022062087
Who is the father of George W. Bush?,1,11.977844539325865,6.517368001185753,8.906998222285457
Who is the father of Goi?,0,-2.541626826825195,-3.774020336371107,-3.190638504845369
Who is the father of Griffin O'Neal?,1,11.304331200646713,6.200480766165783,8.728159327617291
Who is the father of Hera?,1,-0.9010543414966696,1.3625223732288294,2.0284272082445893
Who is the father of Hooge?,0,-6.1287338119106725,-7.500660166891938,-8.164791183745724
Who is the father of James I of Aragon?,1,-1.0057100531089191,-1.2767712662279127,1.586698397725541
Who is the father of King Arthur?,1,5.297165257164746,4.9543296167530535,2.9544760033083506
Who is the father of Li Xian?,1,0.8943882577729874,0.49515343496006503,-1.1666250477111262
Who is the father of Louis X of France?,1,-2.1199903940058693,-2.2870595553203694,4.746965317223845
Who is the father of Macrianus Minor?,1,-1.3036160074299041,-1.0465950841101015,6.513018026788784
Who is the father of Mary of Waltham?,0,2.6435027194526146,4.382181727154736,-0.014237238509039685
Who is the father of Mary of Woodstock?,0,3.7669092423023485,4.400229992783483,6.790347836984961
"Who is the father of Mary, Princess Royal and Countess of Harewood?",1,4.32696439908544,6.54270419508312,2.1631521586377227
Who is the father of Moses?,1,4.1625731781661095,0.7746670043175772,9.22782819369417
Who is the father of Pierre Joxe?,0,0.7665956266348444,-2.8030495181868718,-5.841696047637203
Who is the father of Princess Senate Seeiso?,1,-3.396880221666826,-5.940068794418549,-2.0621658589882186
Who is the father of Rafi-ush-Shan?,0,-0.3101698529509398,-1.902779552129299,-0.6412393199463451
Who is the father of Ragnall mac Gofraid?,0,-2.9389605001177195,-3.7889904484338865,-3.4854169820453986
Who is the father of Ramkarpal Singh?,1,4.172078109212142,3.7911230504540763,3.3406261604723024
Who is the father of Randolph Churchill?,1,6.033449190737258,5.0534155243162,7.925309534635499
Who is the father of Sally Aw?,1,-3.639573092880272,-3.626029111884076,-2.32483459805588
Who is the father of Seol Chong?,0,-2.5489457986392776,-4.4200390980015865,-1.8828144048230042
Who is the father of Shi Jian?,0,-2.6606040962067836,-3.6607925467288553,-6.099606042571323
Who is the father of Sisowath of Cambodia?,0,-0.6179534520908785,-0.3863036840225256,6.918673940647408
Who is the father of Sun He?,0,-0.26157246815757795,-0.5247854179382749,-3.547035264900244
Who is the father of Talia Balsam?,1,0.8180137031558228,0.2696390918625331,11.123513933432445
Who is the father of Tammam Salam?,1,-1.0942810676406118,1.1213779309239527,2.194404688380117
Who is the father of Thor?,1,2.1726333076143947,3.5048009535361384,2.9828401525674995
Who is the father of Tiger Woods?,1,12.735578917016168,12.128198243843658,17.34116692781302
Who is the father of Umm Kulthum bint Ali ibn Abi Talib?,1,7.4137406420413825,7.590455125575952,5.885847483574006
Who is the father of Vira Someshwara?,1,-1.4778494478087216,-0.054345740830556544,-9.267838210056235
Who is the father of Wayne Gretzky?,1,8.718747254083889,9.83121868155906,8.094138998095335
Who is the father of William III of the Netherlands?,1,2.609373635116567,1.993050716266315,3.688030881845182
Who is the mother of Christiane Sehested?,0,-0.4724033456174861,-2.3744407427473537,-2.325153834160502
Who is the mother of Dan?,0,3.9180556906591892,1.843565646471001,-8.36441367494854
Who is the mother of Hou Ji?,0,3.0938858644671834,3.5907526340731133,2.913516932985358
Who is the mother of Jesus?,1,2.322405370141583,0.47155179736171715,-0.8304729143695038
Who is the mother of Lincoln Stedman?,0,-1.0114682407697144,-0.8201343286688221,-9.112699068175422
Who is the mother of Lulach?,1,-5.238576132093376,-4.505617199738723,-0.6606957633002599
Who is the mother of Parikshit?,1,2.3441280968343214,0.6293789662345657,12.891221564476648
Who is the mother of Sean Penn?,1,5.255150425970937,6.278144246174177,5.946906215238844
Who is the mother of Todd McCaffrey?,1,4.398014905959783,7.16950399940722,4.483561089678548
Who was the composer of 1984?,0,0.02485987588439542,-2.247239204332635,-1.9317860717830955
Who was the composer of Annakili?,0,-2.7279505422190597,-1.2039964603146849,6.922182695140323
Who was the composer of Anything Goes?,1,7.903369867754832,3.6059540754572588,9.9371807517318
Who was the composer of Apache?,0,0.02308117395338316,-0.07535346829242018,-2.112908407253264
Who was the composer of Ariane et Barbe-bleue?,0,1.6662905083058743,-1.0481951956754374,-0.39671837558405354
Who was the composer of Balika Badhu?,1,-8.415340867290489,-7.109378448655442,-3.6247465832758605
Who was the composer of Do It Again?,0,-0.46131361030844453,1.766647772239431,-6.915900977720089
Who was the composer of Dragonball Evolution?,1,-5.897004741855802,-5.325925386620977,-3.1828030329416963
"Who was the composer of I Can't Give You Anything but Love, Baby?",1,1.2353147731135317,2.5631778403746313,3.1141362303827957
Who was the composer of Imagine This?,0,-9.520321222841906,-7.624589771116183,-7.658167978571751
Who was the composer of It's Going to Take Some Time?,1,-3.875794277811155,-2.5697906694363772,-1.6186032307358138
Who was the composer of Julie Johnson?,0,-7.923851259336673,-5.941986958564545,-2.4802743980194704
Who was the composer of La permission de dix heures?,0,-2.886875825642683,-2.6136658567949684,-9.94874450319684
Who was the composer of Mela?,0,-2.733596846260582,0.5739353687924105,-10.504989754275758
Who was the composer of Never Forget?,0,-0.14185929633236283,1.2551070450184323,-12.57151435539371
Who was the composer of Ninnindale?,0,-2.473040376718251,-2.432256918002882,1.002794604850023
Who was the composer of Petrushka chord?,1,3.3323552256270497,1.66674152624562,-1.6066662760653976
"Who was the composer of Robinson Crusoe, Jr.?",0,-4.743911086889343,-6.298180949267476,-4.05438339737526
Who was the composer of Samson?,1,0.9198547159386006,1.129582801220344,0.011498731610368296
Who was the composer of Saturday Night?,0,-4.286660925710688,-3.629298124995362,-8.879948618078027
Who was the composer of Shaft?,1,3.146089203387577,1.8890435549126348,4.285728199615834
Who was the composer of Sleep?,0,-4.430792025773441,-2.698767607064872,-8.53959299055115
Who was the composer of Soul Eyes?,1,-5.262610512916936,-4.543229381739943,5.875334663971797
Who was the composer of The Best Offer?,0,-2.6969595009559137,-1.5368071621214843,0.7499497922279521
Who was the composer of The Fog of War?,0,-1.502531680252136,-0.8776749395661814,1.6126746629379352
Who was the composer of The Mission?,1,3.182727243493889,4.752908853142078,4.341939827775294
Who was the composer of The Nose?,1,-5.73480462860912,-0.04353820269589126,7.8875518067567185
Who was the composer of The Prestige?,1,-2.359275146294389,-1.1888265874778408,-0.5728421341569967
Who was the composer of The Sanguine Fan?,0,-2.839500946376124,0.051141223889112464,-11.340823205891947
Who was the composer of The Washington Post?,1,1.2377649312340715,0.18100703221809966,-1.505914458906813
Who was the composer of Toy Story?,1,7.179583518603241,2.9641343556074933,5.784128298270113
Who was the composer of Trans?,0,-4.550906162659113,-5.953279766616353,-10.149379385995775
Who was the composer of Troy?,0,8.425508205490036,9.058574294415736,0.03858089408251297
Who was the composer of WarGames?,0,2.666559934690344,0.5637175685999187,-0.12427989270833706
Who was the composer of Wish You Were Here?,0,-1.9506081910432003,-3.7588346886154533,4.830356425972209
Who was the composer of You Never Know?,0,-5.421920261762562,-0.0012299439391416644,-9.80015844187943
Who was the director of Alien?,1,5.899752526201008,5.806880357108836,8.226287089173114
Who was the director of Alphaville?,1,8.244874485510461,4.7838460648382926,8.274824318043235
Who was the director of Backstage?,0,-6.23931102236536,-4.819171042326607,-9.3473593069915
Who was the director of Bread and Circuses?,0,-6.4675517693186855,-5.683538412480761,-6.463180686598602
Who was the director of Breaking Bad?,1,6.754948947121586,7.885498343598223,-0.11257965268085735
Who was the director of Brotherhood of the Wolf?,1,1.9897920887399048,1.1801693237248974,5.713981793261549
Who was the director of Burning Man?,0,-5.006563034461002,-3.7694383043793653,4.2279679947772015
Who was the director of Crave?,0,-2.8094605536719675,-4.017713818733442,-11.563347452875451
Who was the director of Disney's The Kid?,0,-2.385859226922222,1.850238282370646,-0.09532739335592444
Who was the director of Errand of Mercy?,1,-5.111874929304298,-0.5917821868359519,-3.2970607828419043
Who was the director of Fix?,0,5.163985615781053,3.424965107107092,-10.923512895856598
Who was the director of Free and Easy?,0,-4.557303255401563,-1.8880717468024664,-7.427339295026487
Who was the director of Gotti?,0,-1.6829013712692678,0.2654112396266539,0.4386527697238298
Who was the director of Grease?,1,4.873107300477691,4.50766603433896,1.8539018707973094
Who was the director of Green Hell?,1,-4.65972103102547,-4.850345081336164,-7.82284104645921
Who was the director of Green Tea?,0,-2.6292032002345045,-1.4432807813464503,-5.4652456419989015
Who was the director of Guess Who?,0,-4.885969281687554,-0.011195382948916421,4.897856981292891
Who was the director of Hari-Bhari?,0,-3.909797643954737,-3.1646164097815452,-0.5508063863912083
Who was the director of Hoot?,0,-3.2214530702354462,-1.9393121187972298,3.2739135793023797
Who was the director of Imagine That?,1,-3.8768420872755884,-2.8578811251225487,-0.8069193223922273
Who was the director of Island of Doomed Men?,1,-0.7570824801189704,-1.6962548437721794,-2.3638192573111017
Who was the director of Late Last Night?,0,-5.100074765038414,-6.253490269133456,-10.431369810223796
Who was the director of Legend?,0,2.325413000927495,2.607199104034573,-0.009978927833254492
Who was the director of Little 'Tinker?,0,-3.982570041214543,-6.7078846053495775,-8.303330526055987
Who was the director of Madea Gets a Job?,1,-3.9829254084406323,-5.337133146768702,2.186865386903782
Who was the director of Mud?,1,-1.1424810253580093,1.5602501429515236,2.6941006311121445
Who was the director of My Family?,0,-5.52700087348661,-5.056942174294491,1.0684280204617982
Who was the director of Porky's Duck Hunt?,0,2.4857221743423996,4.32767370581551,-5.062760451395869
Who was the director of Postal?,0,4.121445029222185,3.940196058977434,-9.821767229644264
Who was the director of Scary Movie 3?,1,-0.10989463261510712,2.564545616822994,4.949434251622884
"Who was the director of South Park: Bigger, Longer & Uncut?",1,5.445849058288182,5.392340421361149,7.9030438431500505
Who was the director of Submission?,0,-5.700002055291081,-4.165592837038841,-3.117459348248235
Who was the director of The Black Tent?,1,-3.345457391748964,-1.9081273242779377,2.020497315971438
Who was the director of The Closet?,0,-1.6299166238040006,0.17885927711701166,-5.4772470910079925
Who was the director of The Crocodile's Dilemma?,0,-1.80913237989831,-0.3100371800511219,-1.3507830093317443
Who was the director of The Designated Mourner?,1,-0.9304750920776177,2.528858828034103,4.827075678928187
Who was the director of The Emerald City?,0,-3.8605507161994597,-6.787008503869244,-6.460348625443476
Who was the director of The Empath?,0,-2.952318790119743,-0.9473800706803692,-11.406115149706789
Who was the director of The Gamesters of Triskelion?,0,-2.8766782937060342,-2.711996716272138,-0.14732529958342955
Who was the director of The Man Trap?,1,-1.1530979690229506,-1.2838202907187592,0.586729967312364
Who was the director of The Omen?,1,4.43123701777146,5.342741042312704,9.328582893403421
Who was the director of The Ragman's Daughter?,0,-1.925037567747592,-3.6840104775575178,-6.162012991214178
Who was the director of The Sting?,1,8.744792582675256,1.6394826546287613,9.64777695966219
Who was the director of The Stranger?,1,3.990941511675434,3.7735579367693632,-5.862175472468
Who was the director of The Sugarland Express?,1,3.2796149908333048,2.031114976584839,3.3288854268257597
Who was the director of Time Limit?,0,-5.337303109530227,-4.736363761562899,-2.659123190848171
Who was the director of Voyage to the Planet of Prehistoric Women?,1,-3.3165944617200656,-3.1408848934360383,-1.6883063462323529
Who was the director of Winner Takes All?,0,-3.7064235639890404,-3.1873056766026435,-9.885519738215665
Who was the producer of 2001?,0,-1.7956334609882838,1.239202653247829,-3.0485025265255903
Who was the producer of Afghan Massacre: The Convoy of Death?,1,-2.6964762154751556,-5.639841441791014,-6.466988069336322
Who was the producer of Amistad?,1,-1.6380699727253116,-3.829253757862841,-0.31247144734516574
Who was the producer of Amy's Baking Company?,0,4.039170956158007,2.638182711624724,2.505103477457542
Who was the producer of Arthur 2: On the Rocks?,0,-4.773897145524658,-4.725267623622673,-5.388949855379176
Who was the producer of Back to the Future?,1,1.0594307850938312,3.03250159451137,-6.776107155406737
Who was the producer of Chef?,1,-0.7035160168274055,0.6387720193150865,-8.217972764473293
Who was the producer of Come and Get It?,0,0.6679038261733479,-2.0894153128023794,-7.535856830761009
Who was the producer of Crash?,1,1.6756474476882894,4.594019116883134,-2.9796122495554
Who was the producer of Dawn?,0,-7.195305649376065,-2.468930139778035,-7.294891129945387
Who was the producer of Dil?,0,-4.7111732185928785,-5.389513974549744,-4.192825837190957
Who was the producer of Don't Ever Leave Me?,0,-3.5719029927349206,-3.8605573718634663,-10.149351379489344
Who was the producer of Drift?,0,-7.930183400710644,-7.1347848727682655,-13.400683575167156
Who was the producer of Freddie Foxxx Is Here?,1,-9.459715748456913,-9.147155600528357,0.330234946316738
Who was the producer of Friday the 13th Part 2?,0,1.1295379673342585,3.964807291943246,0.5157080315546614
Who was the producer of High Risk?,0,-0.7516170607611952,-1.6037461078723365,-4.832686790024634
Who was the producer of Jeans?,0,-3.2987629992850973,-3.0267414189943116,-8.843665475832998
Who was the producer of Kites?,0,0.42588568034930874,-0.9149852323008798,-2.6722610195483405
Who was the producer of Let America Laugh?,0,-7.429870700132775,-9.310187885011453,-3.5046295930142826
Who was the producer of Long Pants?,0,-8.704796217610598,-7.55239938105249,-8.732596353595216
Who was the producer of M?,0,-1.3527135916710673,-4.4241804274283805,-6.7900224136407745
Who was the producer of No Entry?,1,-5.136697622401426,-2.3505484740689853,-3.236330996754888
Who was the producer of Open Season?,1,0.9038079273603075,0.7295343617716115,4.0173940981718355
Who was the producer of Paid?,0,-4.739711107232077,-7.33071709064879,-9.499644310015006
Who was the producer of Parker?,0,-0.7632801294347147,-0.3996499824900914,-12.743755705026548
Who was the producer of Particle Fever?,1,-9.152664443767856,-8.691953068708377,3.7010189744022464
Who was the producer of Perfect Day?,0,-3.7404707811287445,-5.295189792352504,-2.941284205528226
Who was the producer of Peter Gabriel?,0,-7.340771817102136,-4.710881093997641,-4.386086719017535
Who was the producer of Precious?,1,-3.837198054833242,-4.6467563918687365,3.9639639674707077
Who was the producer of RV?,0,-4.400966073172737,-4.305582087066442,-3.075897117352299
Who was the producer of Rain Dogs?,0,-3.8914711317124553,-4.317660164813878,-4.296270126983292
Who was the producer of Rehab?,0,-4.203510736463678,-2.3739185385779003,-8.513216690242455
Who was the producer of Smoke?,0,-7.320461158860184,-7.070073842797395,-5.791975065786178
Who was the producer of South of Heaven?,0,0.9367745169726724,2.199919268103131,-2.463442951188508
Who was the producer of Still Alive and Well?,0,-8.152216784672742,-7.301835309250005,-6.143628643377165
Who was the producer of Swingers?,0,-3.6449693569485726,-3.584267915508865,-2.4601141679464478
Who was the producer of The Best Man?,0,-4.9732063040074115,-5.847003798436736,-5.240223606053874
Who was the producer of The Chronic?,1,-3.519465815129087,-1.7997400174523241,7.08819492051406
Who was the producer of The Economics of Happiness?,0,-3.7898468829416614,-6.418685732691811,1.2048318428770806
Who was the producer of The Fighter?,0,5.174458691688274,7.496859604487684,6.298788013383778
Who was the producer of The Guilty?,0,-6.599757049029383,-6.854454129154733,2.9723330284629244
Who was the producer of The Holy Girl?,0,-5.835558707443784,-9.785586554549155,-3.784005291132612
Who was the producer of The Lost Bridegroom?,0,-3.8912838130823895,-3.2706844899474765,-12.639972026244807
Who was the producer of The Robe?,0,-5.150020048517256,-5.788224073486353,-2.377581933203924
Who was the producer of The Search?,0,-1.626448215013149,-2.356649151440648,-2.2103159209302916
Who was the producer of The Slim Shady LP?,1,5.8884511615207575,3.8443484136494197,9.372391788873681
Who was the producer of The Sweet Sins of Sexy Susan?,0,-4.936074066338411,-7.568164355339882,-11.175822728515488
Who was the producer of The Terminal?,1,1.399377067961757,3.7046982245552336,-3.607263131265138
Who was the producer of The Turning Point?,0,0.4897066091836859,-0.6317017243832599,-4.555161282814494
Who was the producer of The Wild Life?,0,-8.276182465325475,-7.2284156906378225,-5.55490224934469
Who was the producer of This Island Earth?,0,-3.827231152227793,-5.20775422961376,0.8608561072726748
Who was the producer of Titanic?,1,3.6544223403507594,4.401012905540776,-0.2611247373678933
Who was the producer of Xxplosive?,1,-2.161229006091233,-1.3023057127374515,0.8212478194510342
Who was the screenwriter for 300?,1,0.8048578779589808,0.042462180860513454,2.728977895397573
Who was the screenwriter for A Personal Journey with Martin Scorsese Through American Movies?,0,5.032933647663556,4.03412202537462,1.3738129639617243
Who was the screenwriter for Absentia?,1,-0.17484945886293168,-0.299521102753578,-3.412681699281366
Who was the screenwriter for Being Human?,0,-1.5868116308424671,-0.01692781833109125,3.3253517882972177
Who was the screenwriter for Boudu Saved from Drowning?,1,0.06841232681911791,-2.0136282101473766,1.4607032797897872
Who was the screenwriter for Brave?,1,4.955281530918391,5.832243804974809,4.348621665246737
Who was the screenwriter for Brian Wilson: I Just Wasn't Made for These Times?,1,-7.497485486316479,-7.626283401801014,-8.80169639112858
Who was the screenwriter for Computer Warriors?,0,-3.1269293745061204,-3.353946218821729,-7.7889144183205685
Who was the screenwriter for Coralie Lansdowne Says No?,0,-2.690757171050227,-3.575446236225744,-9.896896907297515
Who was the screenwriter for Drive?,0,2.4847135447343813,5.366971044601185,6.05457154920493
Who was the screenwriter for Fever Pitch?,1,-0.3608335779187368,-2.3892274196293726,0.8435556233265415
Who was the screenwriter for From Beyond?,1,2.780949178030132,2.778926999318078,7.3577024037923975
Who was the screenwriter for Human Resources?,0,-1.7771165152190118,1.1524864894023628,-10.429450355515144
Who was the screenwriter for I Wish?,1,2.535788256101653,3.893940952937389,-2.974628776732244
Who was the screenwriter for Il Boss?,0,-3.1546049975179304,0.25373220554745446,-6.88311852990298
Who was the screenwriter for La Collectionneuse?,0,1.073024085243657,1.3318894707864968,2.3907365744244427
Who was the screenwriter for Lars and the Real Girl?,1,1.037468960747063,1.5319441499452808,1.4311180142749373
Who was the screenwriter for Les Bonnes Femmes?,1,-2.395467309001265,-4.355766833783324,-0.19198201971003925
Who was the screenwriter for Man of La Mancha?,1,5.25776411896161,5.582215359218927,3.0571707195253355
Who was the screenwriter for Mantra?,0,-6.677569763925199,-7.689773730291664,-10.144730037312094
Who was the screenwriter for Neighbors?,0,-2.2275082930054255,-0.04140746429443598,-0.45047351493158194
Who was the screenwriter for Nowhere?,0,-0.5876054753989051,0.5686394500263434,-3.5871204672812063
Who was the screenwriter for Our Town?,1,3.7652366162274045,0.21033680808925803,5.548713046597188
Who was the screenwriter for P Se PM Tak?,0,0.2770144569791291,-1.5940160983211826,-1.378440361652381
Who was the screenwriter for Pip?,0,0.12090147089754844,3.761607194526893,-5.264865072514364
Who was the screenwriter for Return of the Fly?,0,-0.19444526043823118,0.4384259358175384,3.324223384947362
Who was the screenwriter for Star Trek: First Contact?,1,2.7763181893193902,1.112693059881593,1.03338239630323
Who was the screenwriter for Stereo?,1,2.1637708772282593,2.2303711942481295,-5.528513572443525
Who was the screenwriter for Tanu Weds Manu?,1,-0.11131387619370958,2.582082701449779,0.9217078390466749
Who was the screenwriter for The Betrayal?,0,-2.3701571670933816,-2.28437483611184,-4.93565996793101
Who was the screenwriter for The Blackcoat's Daughter?,1,-1.915258041883319,-0.09837179744150748,0.37213092287332805
Who was the screenwriter for The Bourne Legacy?,1,-0.3425084847495228,0.8281898913502714,1.3324793600249374
Who was the screenwriter for The Circus?,1,-2.293867377949585,3.565041201904826,1.3188529543991214
Who was the screenwriter for The Duellists?,0,1.8298325315962383,0.1779031351477558,2.2119192116109847
Who was the screenwriter for The Invisible Hand?,0,-1.4050555550206476,-2.960234696537946,0.17293193041656707
Who was the screenwriter for The Joy Luck Club?,1,-6.089719242533017,-6.233994914495155,1.5904363045596361
Who was the screenwriter for The Myth of Fingerprints?,0,-2.5608736259421594,-3.329989124844042,-3.222776225206502
Who was the screenwriter for The Purchase Price?,0,1.7592519258412884,1.121574941977163,-1.3234593241777688
Who was the screenwriter for The Rubber Gun?,0,-8.013198782300687,-7.63009988152861,-9.708315574941647
Who was the screenwriter for Toy Story?,1,6.935825566967528,9.124188777065132,10.236136695074048
Who was the screenwriter for Trance?,1,-2.745392229305733,-3.209793774699945,-0.5199680922626939
Who was the screenwriter for Where No One Has Gone Before?,0,-3.8878953958496476,-2.981275258152471,1.084692467729473
Who was the screenwriter for Witness for the Prosecution?,1,4.417326545005918,4.3945162278993415,2.725910472381
Who was the screenwriter for Wolf?,1,-3.6692881006220697,-1.2233093003359967,-5.738789031007681
